Humidity,Apparent Temperature (C)
1,-0.472222222
0.99,-0.405555556
1,1.1
1,1.861111111
0.87,3.872222222
0.83,6.877777778
0.77,7.827777778
0.71,10.98333333
0.77,11.06666667
0.77,10.99444444
0.83,8.655555556
0.89,7.25
0.89,5.933333333
0.88,4.994444444
0.94,4.088888889
0.93,3.122222222
0.92,3.727777778
0.93,1.238888889
0.93,1.194444444
0.93,1.155555556
0.96,0.594444444
0.92,0.622222222
0.93,0.816666667
0.93,1.127777778
0.93,1.811111111
0.88,1.694444444
0.93,2.455555556
0.86,4.138888889
0.83,5.861111111
0.77,7.144444444
0.77,11.06111111
0.69,12.58333333
0.7,12.66111111
0.73,12.08333333
0.82,10.03888889
0.84,6.366666667
0.84,5.783333333
0.84,5.144444444
0.8,4.7
0.87,3.938888889
0.9,3.172222222
0.96,2.344444444
0.89,2.527777778
0.92,4.477777778
0.92,3.894444444
0.9,1.194444444
0.9,1.733333333
0.96,2.872222222
1,2.366666667
1,2.477777778
0.92,3.983333333
0.8,5.433333333
0.84,7.705555556
0.77,9.016666667
0.71,11.03888889
0.7,10.99444444
0.71,11.13333333
0.82,10.09444444
0.87,7.838888889
0.93,7.15
0.99,2.627777778
0.99,5.088888889
1,1.661111111
1,2.816666667
0.99,3.905555556
1,2.688888889
0.96,7.916666667
0.99,6.833333333
1,5.655555556
0.96,5.377777778
0.99,5.872222222
0.93,4.944444444
1,4.633333333
0.99,5.938888889
1,7.833333333
0.92,12.2
0.89,13.57777778
0.84,14.81111111
0.81,15.92222222
0.71,17.07222222
0.74,15.76111111
0.79,14.72222222
0.89,12.87222222
0.93,11.96666667
0.87,10.90555556
0.93,9.572222222
0.94,8.15
0.96,6.172222222
1,5.438888889
1,2.911111111
1,2.616666667
0.96,1.827777778
0.96,1.038888889
1,0.483333333
0.99,0.022222222
1,-2.211111111
1,-2.083333333
0.99,-1.966666667
1,-0.355555556
1,3.022222222
0.94,4.755555556
0.9,4.744444444
0.84,6.311111111
0.78,8.005555556
0.84,7.894444444
0.78,7.844444444
0.89,5.977777778
0.93,4.966666667
1,3.983333333
0.93,4.694444444
0.99,3.311111111
1,2.611111111
0.99,2.238888889
0.96,1.872222222
1,1.244444444
1,1.061111111
1,1.894444444
1,0.638888889
0.96,0.905555556
1,0.333333333
1,2.933333333
0.99,1.861111111
1,2.955555556
0.92,2.061111111
0.92,4.222222222
0.93,5.177777778
0.92,6.266666667
0.86,6.95
0.89,7.888888889
0.89,6.633333333
0.89,7.433333333
0.93,7.216666667
0.93,7.172222222
0.93,7.205555556
0.93,5.994444444
0.94,6.477777778
0.99,4.038888889
0.96,4.233333333
0.96,5.533333333
0.88,4.144444444
0.87,3.833333333
0.87,3.127777778
0.88,3.711111111
0.87,4.477777778
0.87,5.994444444
0.87,5.144444444
0.86,4.372222222
0.8,5.238888889
0.78,4.977777778
0.78,6.311111111
0.77,6.827777778
0.77,6.95
0.83,6.566666667
0.83,7.022222222
0.78,7.677777778
0.89,7.255555556
0.89,7.733333333
0.89,7.644444444
0.89,6.4
0.87,7.355555556
0.88,7.188888889
0.93,5.744444444
0.94,6.772222222
0.96,5.177777778
0.93,5.133333333
0.93,6.711111111
0.94,6.672222222
0.87,5.4
0.94,4.527777778
0.94,6.222222222
0.87,5.772222222
0.87,5.405555556
0.85,5.9
0.9,5.822222222
0.84,7.705555556
0.83,8.605555556
0.84,8.838888889
0.84,8.838888889
0.84,7.877777778
0.84,8.816666667
0.84,8.794444444
0.95,7.855555556
0.9,7.733333333
0.87,8.266666667
0.93,7.772222222
0.94,7.711111111
0.93,7.711111111
0.93,7.722222222
0.96,7.222222222
0.96,7.222222222
0.97,7.222222222
1,7.172222222
1,7.172222222
1,7.183333333
0.96,7.733333333
0.96,7.777777778
0.9,8.827777778
0.83,10
0.83,10.07222222
0.78,10.96111111
0.77,11.06666667
0.77,11.08888889
0.88,9.061111111
0.89,7.805555556
0.93,6.638888889
0.96,6.016666667
0.94,6.116666667
1,4.261111111
1,3.561111111
1,3.238888889
1,1.183333333
0.97,3.144444444
0.96,2.2
1,2.244444444
1,2.677777778
1,1.505555556
1,1.544444444
1,2.811111111
1,3.866666667
1,3.938888889
1,3.45
1,4.083333333
1,7.15
0.96,7.855555556
1,8.816666667
0.93,8.794444444
0.96,7.75
1,6.033333333
0.93,4.916666667
1,4.438888889
1,3.983333333
1,3.15
0.99,4
1,3.772222222
1,3.15
0.96,5.138888889
1,4.227777778
1,2.527777778
0.99,2.722222222
0.96,3.133333333
1,2.2
0.99,2.872222222
0.94,3.788888889
1,4.161111111
0.93,5.433333333
0.89,7.1
0.86,7.8
0.8,12.12777778
0.8,12.09444444
0.8,12.12222222
0.86,11.18333333
0.81,11.03888889
0.87,7.972222222
0.89,7.094444444
0.95,5.933333333
0.93,5.294444444
0.93,4.994444444
0.96,4.022222222
0.93,5.094444444
0.93,5.905555556
0.89,5.75
0.9,5.777777778
0.9,6.288888889
0.9,5.394444444
0.93,4.6
0.93,4.555555556
0.93,4.583333333
0.89,5.538888889
0.88,7.144444444
0.83,10.16666667
0.79,12.40555556
0.69,14.11111111
0.71,13.90555556
0.76,12.83888889
0.79,11.33888889
0.84,8.194444444
0.89,7.083333333
0.88,6.627777778
0.83,6.527777778
0.83,6.294444444
0.89,4.85
0.89,4.105555556
0.86,4.277777778
0.88,4.261111111
0.89,3.988888889
0.89,3.938888889
0.9,4.1
0.87,4.372222222
0.93,3.111111111
0.93,3.666666667
0.87,4.611111111
0.9,4.916666667
0.78,10.96666667
0.68,14.69444444
0.77,12.77222222
0.67,14.89444444
0.67,13.97777778
0.72,13.90555556
0.77,12.77777778
0.75,12.2
0.75,12.17777778
0.76,11.96111111
0.75,12.10555556
0.75,12.08333333
0.77,12.17777778
0.74,12.71111111
0.75,12.22222222
0.73,12.65
0.78,12.15
0.86,11.66666667
0.89,11.10555556
0.93,11.15555556
0.93,11.15555556
0.87,12.05
0.87,12.10555556
0.83,12.73333333
0.78,14.68888889
0.72,15.02222222
0.75,14.04444444
0.8,14.06111111
0.81,13.98333333
0.81,13.93333333
0.84,11.30555556
0.92,7.394444444
0.91,6.955555556
0.87,7.338888889
0.95,6.416666667
0.92,6.622222222
0.87,6.422222222
0.83,8.377777778
1,5.327777778
1,3.655555556
1,1.711111111
1,2.733333333
1,1.005555556
1,0.144444444
1,0.283333333
1,1.872222222
1,1.955555556
1,3.594444444
1,7.066666667
1,7.277777778
0.93,12.12222222
0.98,12.97222222
0.92,13.97222222
0.92,14.98888889
0.97,13.13333333
1,12.15
0.99,11.06111111
0.98,10.15
0.93,7.188888889
1,6.038888889
0.95,7.155555556
0.96,6.655555556
0.85,5.405555556
0.8,3.466666667
0.86,3.122222222
0.82,4.772222222
0.85,4.211111111
0.85,1.911111111
0.85,2.655555556
0.85,2.516666667
0.86,3
0.86,1.383333333
0.81,2.638888889
0.79,2.733333333
0.79,2.994444444
0.86,2.372222222
0.91,2.316666667
0.92,2.927777778
0.91,3.466666667
0.92,3.183333333
0.99,2.722222222
0.93,2.777777778
0.93,2.7
0.92,1.788888889
0.93,2.894444444
0.89,1.694444444
0.96,6.666666667
0.94,6.5
0.96,6.388888889
0.96,5.694444444
0.96,5.088888889
1,3.8
1,3.511111111
0.99,4.983333333
0.93,6.688888889
0.86,12.15
0.78,14.88888889
0.71,17.22222222
0.69,17.87222222
0.62,18.88333333
0.56,20.02222222
0.6,18.93333333
0.66,17.23888889
0.78,14.97222222
0.72,15.09444444
0.74,14.84444444
0.78,13.86111111
0.77,13.91111111
0.74,14.24444444
0.8,13.33333333
0.83,12.8
0.86,12.31111111
0.83,12.82222222
0.8,13.35
0.79,13.28333333
0.73,13.91111111
0.83,12.84444444
0.79,13.77222222
0.78,14.97777778
0.73,16.03888889
0.72,17.10555556
0.73,17.05
0.69,18.28888889
0.78,16.03333333
0.81,11.94444444
0.93,6.511111111
0.99,6.633333333
1,5.622222222
0.93,5.583333333
0.93,5.816666667
0.89,5.922222222
0.89,5.188888889
0.9,4.672222222
0.83,4.616666667
0.86,4.7
0.87,3.816666667
0.93,2.922222222
0.93,3.677777778
0.93,3.533333333
1,2.944444444
0.94,4.777777778
0.93,2.961111111
0.93,4.1
0.89,6.322222222
0.83,7.894444444
0.66,12.17777778
0.55,12.82222222
0.51,13.66111111
0.55,13.75
0.66,12.17777778
0.74,11.16111111
0.85,9.977777778
0.83,9.611111111
0.85,8.822222222
0.71,8.305555556
0.74,6.8
0.82,6.427777778
0.86,5.572222222
0.87,4.811111111
0.82,4.3
0.83,2.294444444
0.89,0.916666667
0.89,0.561111111
0.89,0
0.85,-0.644444444
0.86,2.205555556
0.82,2.927777778
0.72,5.6
0.65,7.061111111
0.58,8.427777778
0.56,11.06111111
0.55,11.05
0.56,11.11111111
0.56,11.03888889
0.61,8.055555556
0.7,7.2
0.71,6.9
0.71,7.172222222
0.71,6.611111111
0.74,6.533333333
0.73,6.972222222
0.74,6.316666667
0.74,5.938888889
0.8,5.972222222
0.79,6.605555556
0.82,5.4
0.83,4.116666667
0.92,2.1
0.93,2.45
0.87,4.116666667
0.93,5.716666667
0.82,7.583333333
0.71,11.06111111
0.68,12.8
0.63,12.82222222
0.67,12.83888889
0.68,12.89444444
0.68,12.8
0.75,10.28888889
0.88,6.338888889
0.88,6.1
0.86,5.6
0.86,5.094444444
0.89,5.444444444
0.87,3.794444444
0.83,3.794444444
0.83,3.794444444
0.83,3.883333333
0.86,3.211111111
0.9,3.588888889
0.91,4.177777778
0.93,3.844444444
0.94,4.861111111
0.93,3.516666667
0.93,6.022222222
0.83,5.994444444
0.76,8.527777778
0.71,11.08333333
0.65,12.26666667
0.63,12.62777778
0.63,12.77777778
0.65,12.24444444
0.65,11.10555556
0.67,8.161111111
0.71,6.927777778
0.83,6.172222222
0.8,5.483333333
0.9,3.422222222
0.93,2.844444444
0.93,2.561111111
0.7,18.24444444
0.75,17.2
0.75,17.21111111
0.7,17.17222222
0.72,16.64444444
0.72,16.12777778
0.72,16.06666667
0.81,15.97222222
0.81,16.00555556
0.72,17.12777778
0.69,18.65555556
0.66,20.64444444
0.63,22.47222222
0.64,22.12222222
0.6,24.15
0.58,24.90555556
0.62,24.90555556
0.61,25.02222222
0.71,22.70555556
0.74,22.03333333
0.84,20.11666667
0.93,18.81666667
0.9,19.32777778
0.92,19.07222222
0.87,7.661111111
0.86,6.088888889
0.86,7.111111111
0.89,6.583333333
0.96,2.511111111
0.94,5.066666667
0.93,5.461111111
0.89,7.111111111
0.84,9.566666667
0.73,11.99444444
0.64,12.66111111
0.52,14.55
0.42,15.88333333
0.45,15.88888889
0.41,15.98888889
0.42,15.91111111
0.4,15.86111111
0.45,14.73333333
0.56,13.73333333
0.64,12.66666667
0.76,11.19444444
0.86,10.05
0.93,8.411111111
0.93,7.322222222
0.96,7.194444444
0.96,8.122222222
0.96,7.994444444
0.96,8.816666667
0.96,8.744444444
0.97,7.938888889
1,7.066666667
1,6.388888889
0.99,6.155555556
0.84,8.35
0.72,12.15555556
0.63,12.76111111
0.48,13.88888889
0.51,15
0.49,15.01666667
0.42,15.04444444
0.47,14.97222222
0.49,14.06666667
0.66,11.11111111
0.83,8.816666667
0.83,7.866666667
0.93,6.15
0.93,6.705555556
0.96,6.322222222
0.93,6.155555556
0.96,5.644444444
0.94,5.955555556
0.93,5.094444444
0.89,6.688888889
0.96,6.788888889
0.89,7.777777778
0.96,7.666666667
0.94,8.572222222
0.92,9.977777778
0.79,12.26666667
0.67,13.85
0.59,15.04444444
0.55,16.17777778
0.48,16.19444444
0.44,17.15
0.48,16.03888889
0.49,15.90555556
0.6,14.86111111
0.6,13.79444444
0.67,12.93888889
0.64,12.73333333
0.67,12.68888889
0.75,11.66111111
0.83,11.08888889
0.86,10.55555556
0.93,10.11666667
0.95,9.344444444
0.95,9.466666667
0.96,9.566666667
0.93,9.883333333
0.93,8.872222222
0.93,10.06666667
0.85,11.13888889
0.85,11.23333333
0.78,12.47222222
0.67,15.00555556
0.58,16.09444444
0.53,17.07222222
0.51,17.73333333
0.51,17.71111111
0.59,16.06111111
0.72,13.86666667
0.8,12.21666667
0.82,12.27222222
0.86,11.22777778
0.92,11.22777778
0.95,10.94444444
0.95,10.67222222
0.99,10.6
0.96,11.64444444
0.96,11.57777778
0.96,12.12777778
0.96,12.07777778
1,12.15
1,12.15
1,12.11111111
0.96,12.73333333
0.91,13.77222222
0.91,13.69444444
0.88,14.32777778
0.9,13.83888889
0.93,13.95555556
0.93,13.91111111
0.92,13.96111111
0.93,13.98888889
0.93,13.91111111
0.93,13.88888889
0.93,13.88888889
0.93,13.86666667
0.93,13.86666667
0.94,13.82222222
0.96,13.86666667
0.96,13.86666667
0.96,13.74444444
0.96,13.84444444
0.96,13.84444444
1,13.11111111
0.96,12.82777778
1,12.33888889
1,12.16111111
0.96,12.82777778
0.93,13.84444444
0.84,16.51666667
0.79,18.59444444
0.73,19.8
0.72,20.87222222
0.64,22
0.6,22.06666667
0.67,21.06666667
0.84,17.77777778
0.85,17.62222222
0.88,16.92222222
0.93,16
0.9,16.05
0.91,15.37777778
0.93,14.42222222
0.96,13.98333333
0.95,13.87222222
0.93,14.35555556
0.91,14.33333333
0.91,14.21111111
0.88,14.81666667
0.88,14.88333333
0.89,14.86111111
0.87,16
0.85,17.50555556
0.86,17.49444444
0.85,17.63888889
0.79,18.77222222
0.7,20.72222222
0.74,20.72777778
0.7,18.53333333
0.8,15.59444444
0.9,12.55
0.86,12.01666667
0.87,11.02777778
0.81,10.88333333
0.86,7.383333333
0.9,7.344444444
0.93,6.094444444
0.93,5.7
0.96,4.827777778
0.96,4.588888889
0.96,4.583333333
0.96,5.277777778
0.96,5.383333333
0.9,5.422222222
0.9,6.977777778
0.78,10.91111111
0.7,12.68888889
0.7,13.6
0.62,16.03888889
0.62,16.13333333
0.58,17.18888889
0.56,17.8
0.56,17.8
0.57,17.28888889
0.72,13.93333333
0.77,12.71111111
0.81,12.23888889
0.86,11.06111111
0.88,10.71666667
0.92,10.57222222
0.93,10.55555556
0.96,7.911111111
0.94,7.727777778
0.96,6.683333333
0.96,7.461111111
0.96,6.394444444
0.96,5.461111111
0.9,5.261111111
0.9,6.305555556
0.81,11.04444444
0.72,13.88888889
0.56,16.88888889
0.41,18.86111111
0.36,19.97222222
0.32,21.02777778
0.31,22.12777778
0.31,21.10555556
0.39,20.01666667
0.49,17.10555556
0.61,14.88333333
0.7,12.98333333
0.72,12.61111111
0.72,12.61111111
0.78,10.98888889
0.8,10.34444444
0.83,8.338888889
0.84,7.733333333
0.89,7.466666667
0.93,6.305555556
0.9,6.533333333
0.9,6.35
0.9,6.45
0.81,10.38333333
0.69,13.61666667
0.59,16.94444444
0.54,18.44444444
0.54,19.90555556
0.49,22.10555556
0.4,23.8
0.37,24.83888889
0.39,24.88333333
0.48,22.92222222
0.7,17.7
0.79,14.88333333
0.84,13.85555556
0.87,11.13333333
0.96,10.97222222
0.91,11.81111111
0.93,19.28333333
0.91,19.18888889
0.83,19.80555556
0.71,21.25
0.73,20.21111111
0.76,19.62222222
0.85,18.67777778
0.97,17.73333333
0.96,17.83333333
0.94,18.77222222
0.88,19.83888889
0.86,21.15
0.83,22.75555556
0.74,23.79444444
0.68,23.90555556
0.67,23.68888889
0.7,23.66666667
0.85,19.00555556
0.94,17.08333333
1,16.08888889
0.99,16.10555556
1,15.02777778
1,15.02777778
0.97,15.02777778
0.87,12.33888889
0.9,10.27777778
0.9,10.21111111
0.9,9.1
0.96,8.7
0.96,7.7
1,6.105555556
1,5.7
0.88,10.47777778
0.79,13.55
0.68,15.92777778
0.65,17.77777778
0.54,20.99444444
0.48,22.72777778
0.44,23.82777778
0.39,24.88333333
0.39,24.88333333
0.49,22.78888889
0.68,17.21666667
0.79,14.88333333
0.89,12.96666667
0.74,14.56111111
0.72,14.51666667
0.75,13.39444444
0.76,11.93888889
0.74,13.44444444
0.76,12.45555556
0.79,12.38333333
0.81,11.45555556
0.81,11.56666667
0.81,10.86111111
0.78,10.86111111
0.82,10.81666667
0.78,12.71111111
0.67,16.03888889
0.6,17.74444444
0.56,18.93333333
0.52,20.04444444
0.45,22.03888889
0.43,22.19444444
0.46,21.15555556
0.48,19.92777778
0.72,15.01666667
0.83,12.73333333
0.87,12.09444444
0.87,10
0.93,9.372222222
0.93,9.394444444
0.96,7.8
1,7.75
0.96,7.127777778
0.96,6.088888889
1,4.927777778
0.96,5.055555556
1,4.927777778
1,3.866666667
0.99,7.022222222
0.94,10.88888889
0.78,14.92777778
0.6,17.48333333
0.53,19.81666667
0.53,19.92777778
0.52,19.97222222
0.46,21.06111111
0.49,20.04444444
0.54,18.92777778
0.68,14.97222222
0.84,12.66111111
0.86,11.11666667
0.93,8.866666667
0.93,8.822222222
0.96,7.972222222
0.96,8.177777778
1,7.066666667
0.99,6.905555556
1,5.972222222
1,3.866666667
1,4.766666667
1,3.866666667
1,3.088888889
1,6.127777778
1,8.688888889
0.94,11.08333333
0.84,13.67222222
0.78,15.09444444
0.67,17.26666667
0.63,17.94444444
0.61,18.88888889
0.56,18.83888889
0.62,17.35555556
0.83,12.84444444
0.93,11.06111111
0.93,10.21111111
1,7.777777778
0.96,8.244444444
0.99,7.461111111
1,6.144444444
1,7.616666667
0.96,6.411111111
0.94,4.983333333
0.94,5.494444444
1,4.761111111
1,4.044444444
1,2.105555556
0.99,5.077777778
0.96,7.827777778
0.84,9.983333333
0.75,12.05555556
0.68,13.75555556
0.63,14.88888889
0.59,15.87777778
0.63,15.93333333
0.63,15.83888889
0.69,14.62777778
0.78,13.68333333
0.81,12.10555556
0.88,10.12222222
0.93,9.05
0.89,8.011111111
0.96,8.305555556
0.96,8.933333333
0.96,9.444444444
0.96,9.583333333
0.96,9.927777778
0.96,9.927777778
0.94,10.42222222
1,9.927777778
1,9.927777778
1,9.938888889
0.93,10.97222222
0.93,11.01666667
0.93,11
0.93,11.06111111
0.93,11.10555556
0.93,12
0.99,11.08333333
0.93,11.08333333
0.87,11.94444444
0.93,11.03888889
0.93,11.03888889
0.92,11
0.86,10.97222222
0.96,9.144444444
0.93,9.083333333
0.89,8.205555556
0.9,8.344444444
0.9,8.355555556
0.94,4.922222222
0.94,6.444444444
0.99,3.466666667
1,1.8
1,3.877777778
0.94,4.272222222
1,5.65
0.81,10.93333333
0.79,12.23333333
0.72,13.83888889
0.59,15.95
0.55,16.01666667
0.56,16.08333333
0.58,15.99444444
0.57,13.88888889
0.72,12.82222222
0.74,12.26666667
0.74,12.22222222
0.8,11.13333333
0.77,11.11111111
0.77,10.55555556
0.8,7.094444444
0.83,7.066666667
0.87,6.205555556
0.86,6.072222222
0.86,6.727777778
0.79,10.89444444
0.73,12.06111111
0.7,12.61666667
0.69,12.73333333
0.8,12.22777778
0.86,12.2
0.78,12.78888889
0.72,14.88333333
0.63,17.17222222
0.63,17.23333333
0.67,17.26666667
0.65,17.77777778
0.8,16.18333333
0.99,14.05
0.93,14.02777778
0.99,13.06666667
0.96,12.89444444
0.96,13.33333333
0.99,12.79444444
0.96,12.87777778
0.96,13.31111111
0.96,5.977777778
0.96,2.15
0.93,0.75
0.9,-0.35
0.89,-1.194444444
0.95,-2.677777778
0.95,-1.938888889
0.96,-2.244444444
0.96,-2.072222222
0.95,-2.088888889
0.89,-0.988888889
0.89,-0.394444444
0.89,-0.194444444
0.89,0.355555556
0.92,0.916666667
0.93,1.411111111
1,2.844444444
1,1.966666667
0.93,-0.272222222
0.92,0.433333333
0.9,0.605555556
0.91,-0.911111111
0.92,-1.694444444
0.89,-1.705555556
0.91,-1.583333333
0.93,-1.722222222
0.92,-0.833333333
0.96,-1.716666667
0.96,-0.894444444
0.93,-1.327777778
1,-1.261111111
0.93,-1.25
0.93,-1.538888889
0.96,-0.794444444
0.96,-0.822222222
0.96,-0.483333333
0.95,-0.216666667
0.89,0.844444444
0.89,1.961111111
0.9,0.844444444
0.89,1.7
0.96,2.777777778
0.98,1.433333333
0.99,-1.055555556
0.96,-0.172222222
0.93,-0.133333333
0.89,0.344444444
1,15.46666667
1,14.95555556
0.97,14.37222222
0.96,14.35555556
0.96,13.77777778
0.96,13.32777778
1,12.66666667
0.96,12.64444444
0.91,13.75555556
0.79,15.97222222
0.72,17.2
0.67,18.76666667
0.63,19.92777778
0.53,21.06111111
0.57,21.1
0.56,21.15555556
0.56,20.07222222
0.54,20.16666667
0.69,17.84444444
0.78,15.99444444
0.83,14.06111111
0.9,13.75
0.9,13.17777778
0.94,12.08888889
0.95,-0.272222222
0.92,-0.222222222
0.92,-0.372222222
0.92,-2.25
0.89,-2.666666667
0.92,-3.905555556
0.92,-3.338888889
0.92,-3.794444444
0.85,-2.927777778
0.82,-1.95
0.75,-0.4
0.65,0.888888889
0.69,1.955555556
0.65,3.366666667
0.64,3.116666667
0.64,3.311111111
0.68,2.111111111
0.81,0.327777778
0.85,-0.472222222
0.85,-0.6
0.85,-2.422222222
0.89,-2.7
0.88,-2.622222222
0.89,-2.811111111
0.89,-2.883333333
0.9,-3.377777778
0.89,-3.611111111
0.9,-4.261111111
0.91,-4.294444444
0.86,-4.322222222
0.86,-4.255555556
0.93,-4.288888889
0.8,-1.622222222
0.89,-0.772222222
0.81,1.733333333
0.78,4.283333333
0.75,5.177777778
0.69,6.75
0.7,6.966666667
0.66,6.95
0.74,5.988888889
0.79,4.044444444
0.8,3.905555556
0.86,2.694444444
0.87,1.966666667
0.86,1.133333333
0.74,1.761111111
0.77,1.272222222
0.96,11.51111111
0.96,10.93333333
0.99,10.63333333
1,9.333333333
0.96,9.283333333
1,8.9
1,7.222222222
1,8.733333333
0.94,11.75
0.84,14.82222222
0.71,17.66111111
0.59,19.75555556
0.57,21.03888889
0.49,22.15
0.43,22.72777778
0.44,22.77777778
0.38,22.77777778
0.38,22.77777778
0.65,17.88888889
0.78,15.07222222
0.87,14.11111111
0.9,13.77222222
0.93,12.71111111
0.93,12.28333333
0.93,11.73888889
0.87,12.73333333
0.86,12.96111111
0.9,12.76111111
0.93,12.80555556
0.8,13.91666667
0.82,12.77777778
0.77,12.70555556
0.72,12.8
0.6,14.93333333
0.42,17.06111111
0.4,17.65
0.34,18.79444444
0.32,19.86111111
0.27,20.07222222
0.26,21.01666667
0.25,20.99444444
0.31,20.08333333
0.41,17.72777778
0.64,13.88888889
0.7,12.86666667
0.73,12.15555556
0.67,12.61666667
0.74,11.36111111
0.83,9.961111111
0.81,7.744444444
0.88,8.633333333
0.78,8.8
0.87,7.222222222
0.87,7.316666667
0.78,7.711111111
0.8,5.805555556
0.79,10.62777778
0.65,13.82222222
0.52,17.2
0.44,19.91666667
0.37,22.71111111
0.38,23.83888889
0.38,24.92222222
0.34,25.97222222
0.34,25.97222222
0.43,23.96111111
0.53,21.08333333
0.72,17.22222222
0.77,16.01111111
0.79,14.86111111
0.81,14.36111111
0.83,14.03888889
0.81,13.22222222
0.84,13.27222222
0.83,13.07222222
0.87,12.27222222
0.9,11.73888889
0.92,12.16666667
0.91,13.66666667
0.94,12.13888889
0.87,14.79444444
0.82,16.97222222
0.79,17.61666667
0.74,18.78888889
0.73,18.81666667
0.69,19.92777778
0.67,20.17222222
0.59,21.17777778
0.57,22.75555556
0.55,22.06111111
0.69,18.90555556
0.73,17.82222222
0.78,17.43888889
0.84,14.83888889
0.86,12.12777778
0.85,11.61666667
0.77,10.97222222
0.8,5.55
0.77,5.811111111
0.75,6.155555556
0.75,6.522222222
0.83,5.711111111
0.86,4.794444444
0.87,5.222222222
0.89,5.827777778
0.71,11.08888889
0.68,12.73333333
0.55,13.76666667
0.58,13.93333333
0.44,14.95
0.46,14.92222222
0.47,14.92777778
0.5,14.90555556
0.55,13.00555556
0.56,12.21666667
0.71,8.516666667
0.75,7.8
0.74,5.216666667
0.82,4.811111111
0.87,5.388888889
0.86,5.377777778
0.89,2.866666667
0.92,1.488888889
0.92,3.2
0.92,3.222222222
0.96,1.183333333
1,0.488888889
0.96,2.688888889
0.93,3.144444444
0.83,5.555555556
0.65,12.2
0.5,14.76666667
0.47,15.02222222
0.41,16.13333333
0.36,17.1
0.37,17.15
0.37,17.17777778
0.38,16.16111111
0.45,13.93333333
0.58,12.19444444
0.64,11.2
0.77,8.894444444
0.73,9.133333333
0.73,9.227777778
0.38,23.55
0.39,22.9
0.42,21.44444444
0.49,19.62777778
0.59,16.66666667
0.53,18.8
0.5,18.67777778
0.64,17.17777778
0.51,20.53333333
0.39,23.68888889
0.37,25.88888889
0.34,26.57222222
0.34,27.75
0.34,27.85
0.31,28.59444444
0.29,29.57222222
0.29,29.59444444
0.3,29.47222222
0.32,28.67222222
0.38,26.74444444
0.48,23.02777778
0.55,20.99444444
0.62,19.42222222
0.66,18.73888889
0.48,20.62777778
0.49,20.07222222
0.59,17.45555556
0.7,13.28888889
0.73,12.24444444
0.75,13.17777778
0.75,12.2
0.69,13.73333333
0.57,18.32222222
0.47,22.03888889
0.38,23.81666667
0.35,26.56111111
0.33,27.06666667
0.31,27.81666667
0.25,29.15
0.25,29.36666667
0.23,29.25
0.25,28.32222222
0.27,27.57222222
0.34,24.92222222
0.39,22.59444444
0.46,19.86111111
0.53,17.75555556
0.54,17.96111111
0.57,16.55
0.58,16.47777778
0.61,15.24444444
0.63,13.93333333
0.68,13.81666667
0.67,13.73333333
0.54,17.38333333
0.51,18.45
0.5,19.92777778
0.41,22.75555556
0.36,25.02222222
0.36,25.59444444
0.34,26.76666667
0.29,27.71111111
0.27,28.46111111
0.23,29.21666667
0.25,28.43333333
0.25,28.31666667
0.27,27.55555556
0.36,23.95
0.44,20.66666667
0.47,20.94444444
0.46,20.41111111
0.45,20.86666667
0.45,20.38888889
0.49,18.72222222
0.51,17.66666667
0.47,17.61111111
0.49,16.96666667
0.52,15.41111111
0.56,14.75
0.56,14.77777778
0.48,17.51111111
0.36,22.04444444
0.34,23.8
0.32,25.95
0.27,26.8
0.27,27.55555556
0.26,27.52777778
0.26,27.6
0.26,27.58888889
0.24,27.39444444
0.26,26.42777778
0.32,22.95555556
0.35,21.33333333
0.43,18.96111111
0.43,19.35555556
0.42,20.77222222
0.44,20.36666667
0.46,19.73888889
0.48,18.64444444
0.49,17.65555556
0.46,18.05555556
0.47,16.86111111
0.53,15
0.54,14.97777778
0.52,17.31666667
0.66,17.62222222
0.62,19.56666667
0.59,19.7
0.62,19.51666667
0.63,18.47777778
0.59,19.7
0.66,17.46111111
0.69,16.87777778
0.79,15.07222222
0.84,13.75
0.96,12.71111111
0.91,12.8
0.96,12.68888889
0.91,13.22222222
0.91,13.17222222
0.91,13.22222222
0.94,13.22222222
0.94,13.18888889
1,12.71111111
0.96,13.22222222
0.96,13.18888889
1,12.76111111
1,12.78333333
0.94,13.75
0.88,15.86111111
0.77,16.92777778
0.7,17.32777778
0.67,18.61666667
0.59,19.66111111
0.59,20.69444444
0.55,21.86111111
0.53,22.32222222
0.54,22.15555556
0.52,21.76666667
0.56,20.7
0.75,18.53333333
0.78,17.64444444
0.82,17.57222222
0.85,16.98888889
0.84,17.06666667
0.84,16.48333333
0.83,16.41666667
0.84,15.97222222
0.87,15.41666667
0.85,15.32222222
0.84,14.88333333
0.79,14.88333333
0.79,14.79444444
0.73,14.90555556
0.67,16.08888889
0.6,16.97777778
0.53,18.79444444
0.5,19.81111111
0.41,21.62777778
0.4,22.36111111
0.48,20.90555556
0.49,19.95
0.57,18.86111111
0.64,17.21111111
0.68,16.05555556
0.68,13.90555556
0.72,13.88333333
0.77,12.92777778
0.81,11.61666667
0.86,10.6
0.88,9.327777778
0.8,10.16111111
0.86,9.633333333
0.89,7.505555556
0.93,7.677777778
0.87,9.988888889
0.7,14.61111111
0.63,16.00555556
0.49,18.73333333
0.45,19.88888889
0.38,22.12777778
0.3,23.72222222
0.3,23.72222222
